PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,Criminal Case,Education,,
['Krishnanagar', '12', 'GEN', 'West Bengal', 'Tapas Paul', 'All India Trinamool Congress', '1476783', '1247914', '84.5 %', '71255', '5.7%', '4', 'Graduate',,
['Kurnool', '35', 'GEN', 'Andhra Pradesh [2014 Onwards]', 'Butta Renuka', 'Yuvajana Sramika Rythu Congress Party', '1481807', '1065732', '71.9 %', '44131', '4.1%', '1', '10th Pass',79,927']]
['Kurukshetra', '2', 'GEN', 'Haryana', 'Raj Kumar Saini', 'Bharatiya Janta Party', '1498459', '1135892', '75.8 %', '129736', '11.4%', '0', 'Graduate',108']],
['Kushi Nagar', '65', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Rajesh Pandey Urf Guddu', 'Bharatiya Janta Party', '1680992', '950445', '56.5 %', '85540', '9.0%', '0', 'Graduate',,
['Ladakh', '4', 'GEN', 'Jammu & Kashmir', 'Thupstan Chhewang', 'Bharatiya Janta Party', '166763', '118029', '70.8 %', '36', '0.0%', '0', 'Graduate Professional',,
['Lakhimpur', '14', 'GEN', 'Assam', 'Sarbananda Sonowal', 'Bharatiya Janta Party', '1430994', '1111975', '77.7 %', '292138', '26.3%', '0', 'Graduate Professional',,
['Lakshadweep', '1', 'ST', 'Lakshadweep', 'Mohammed Faizal P.P.', 'Nationalist Congress Party', '49922', '43239', '86.6 %', '1535', '3.6%', '3', 'Post Graduate',,
['Lalganj', '68', 'SC', 'Uttar Pradesh [2000 Onwards]', 'Neelam Sonkar', 'Bharatiya Janta Party', '1661483', '898655', '54.1 %', '63086', '7.0%', '1', 'Post Graduate',,
['Latur', '41', 'SC', 'Maharashtra', 'Dr. Sunil Baliram Gaikwad', 'Bharatiya Janta Party', '1682607', '1057156', '62.8 %', '253395', '24.0%', '0', 'Doctorate',,
['Lohardaga', '12', 'ST', 'Jharkhand', 'Sudarshan Bhagat', 'Bharatiya Janta Party', '1119144', '651460', '58.2 %', '6489', '1.0%', '0', 'Graduate',,
['Lucknow', '35', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Raj Nath Singh', 'Bharatiya Janta Party', '1949956', '1033783', '53.0 %', '272749', '26.4%', '0', 'Post Graduate',,
['Ludhiana', '7', 'GEN', 'Punjab', 'Ravneet Singh Bittu', 'Indian National Congress', '1561201', '1100457', '70.5 %', '19709', '1.8%', '0', '12th Pass',,
['Machhlishahr', '74', 'SC', 'Uttar Pradesh [2000 Onwards]', 'Ram Charitra Nishad', 'Bharatiya Janta Party', '1891969', '997902', '52.7 %', '172155', '17.3%', '0', '12th Pass',,
['Machilipatnam', '28', 'GEN', 'Andhra Pradesh [2014 Onwards]', 'Konakalla Narayana Rao', 'Telugu Desam', '1369311', '1141065', '83.3 %', '81057', '7.1%', '0', '12th Pass',,
['Madha', '43', 'GEN', 'Maharashtra', 'Mohite Patil Vijaysinh Shankarrao', 'Nationalist Congress Party', '1727308', '1079619', '62.5 %', '25344', '2.3%', '1', '10th Pass',,
['Madhepura', '13', 'GEN', 'Bihar [2000 Onwards]', 'Rajesh Ranjan @ Pappu Yadav', 'Rashtriya Janata Dal', '1725578', '1034799', '60.0 %', '56209', '5.4%', '24', 'Graduate',,
['Madhubani', '6', 'GEN', 'Bihar [2000 Onwards]', 'Hukm Deo Narayan Yadav', 'Bharatiya Janta Party', '1627969', '860453', '52.9 %', '20535', '2.4%', '0', 'Graduate',,
['Madurai', '32', 'GEN', 'Tamil Nadu', 'R.Gopalakrishnan', 'All India Anna Dravida Munnetra Kazhagam', '1441434', '978346', '67.9 %', '197436', '20.2%', '0', 'Graduate',,
['Mahabubabad', '16', 'ST', 'Telangana', 'Prof. Azmeera Seetaram Naik', 'Telangana Rashtra Samithi', '1387343', '1124370', '81.0 %', '34992', '3.1%', '0', 'Doctorate',,
['Maharajganj', '63', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Pankaj', 'Bharatiya Janta Party', '1743131', '1056078', '60.6 %', '240458', '22.8%', '4', 'Graduate',,
['Maharajganj', '19', 'GEN', 'Bihar [2000 Onwards]', 'Janardan Singh Sigriwal', 'Bharatiya Janta Party', '1644524', '846654', '51.5 %', '38415', '4.5%', '4', 'Graduate',,
['Mahasamund', '9', 'GEN', 'Chhattisgarh', 'Chandu Lal Sahu (CHANDU BHAIYA)', 'Bharatiya Janta Party', '1515747', '1131209', '74.6 %', '1217', '0.1%', '0', 'Graduate Professional',,
['Mahbubnagar', '11', 'GEN', 'Telangana', 'Ap Jithender Reddy', 'Telangana Rashtra Samithi', '1418672', '1014800', '71.5 %', '2590', '0.3%', '4', 'Graduate',,
['Mahesana', '4', 'GEN', 'Gujarat', 'Patel Jayshreeben Kanubhai', 'Bharatiya Janta Party', '1498219', '1004258', '67.0 %', '208891', '20.8%', '0', '10th Pass',,
['Mainpuri', '21', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Mulayam Singh Yadav', 'Samajwadi Party', '1653065', '999265', '60.5 %', '364666', '36.5%', '0', 'Post Graduate',,
['Malappuram', '6', 'GEN', 'Kerala', 'E. Ahamed', 'Indian Union Muslim League', '1198444', '853467', '71.2 %', '194739', '22.8%', '0', 'Graduate Professional',,
['Maldaha Dakshin', '8', 'GEN', 'West Bengal', 'Abu Hasem Khan Chowdhury', 'Indian National Congress', '1347143', '1092407', '81.1 %', '164111', '15.0%', '0', 'Doctorate',,
['Maldaha Uttar', '7', 'GEN', 'West Bengal', 'Mausam Noor', 'Indian National Congress', '1425428', '1162985', '81.6 %', '65705', '5.6%', '0', 'Graduate Professional',,
['Malkajgiri', '7', 'GEN', 'Telangana', 'Ch.Malla Reddy', 'Telugu Desam', '3183325', '1620397', '50.9 %', '28371', '1.8%', '0', '12th Pass',,
['Mandi', '2', 'GEN', 'Himachal Pradesh', 'Ram Swaroop Sharma', 'Bharatiya Janta Party', '1150408', '726094', '63.1 %', '39856', '5.5%', '0', '10th Pass',,
['Mandla', '14', 'ST', 'Madhya Pradesh [2000 Onwards]', 'Faggan Singh Kulaste', 'Bharatiya Janta Party', '1824424', '1218518', '66.8 %', '110469', '9.1%', '2', 'Post Graduate',,
['Mandsour', '23', 'GEN', 'Madhya Pradesh [2000 Onwards]', 'Sudhir Gupta', 'Bharatiya Janta Party', '1626571', '1161349', '71.4 %', '303649', '26.1%', '0', 'Post Graduate',,
['Mandya', '20', 'GEN', 'Karnataka', 'C.S.Puttaraju', 'Janata Dal (Secular)', '1669262', '1192638', '71.5 %', '5518', '0.5%', '0', '12th Pass',000']],
['Mangaldoi', '8', 'GEN', 'Assam', 'Ramen Deka', 'Bharatiya Janta Party', '1515676', '1233237', '81.4 %', '22884', '1.9%', '0', 'Graduate',,
['Mathura', '17', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Hema Malini', 'Bharatiya Janta Party', '1682260', '1076868', '64.0 %', '330743', '30.7%', '0', 'Doctorate',34,174']]
['Mathurapur', '20', 'SC', 'West Bengal', 'Choudhury Mohan Jatua', 'All India Trinamool Congress', '1488784', '1265531', '85.0 %', '138436', '10.9%', '0', 'Post Graduate',,
['Maval', '33', 'GEN', 'Maharashtra', 'Appa Alias Shrirang Chandu Barne', 'Shiv Sena', '1953741', '1174335', '60.1 %', '157397', '13.4%', '2', '8th Pass',786']],
['Mayiladuthurai', '28', 'GEN', 'Tamil Nadu', 'Bharathi Mohan R.K', 'All India Anna Dravida Munnetra Kazhagam', '1350318', '1025538', '76.0 %', '277050', '27.0%', '1', '12th Pass',,
['Mayurbhanj', '5', 'ST', 'Orissa', 'Rama Chandra Hansdah', 'Biju Janata Dal', '1327555', '1053399', '79.4 %', '122866', '11.7%', '0', 'Graduate',,
['Medak', '6', 'GEN', 'Telangana', 'Kalvakuntla Chandrasekhar Rao', 'Telangana Rashtra Samithi', '1536715', '1191096', '77.5 %', '397029', '33.3%', '2', 'Graduate',620']],
['Medinipur', '34', 'GEN', 'West Bengal', 'Sandhya Roy', 'All India Trinamool Congress', '1499673', '1260032', '84.0 %', '184666', '14.7%', '0', 'Literate',,
['Meerut', '10', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Rajendra Agarwal', 'Bharatiya Janta Party', '1764388', '1113384', '63.1 %', '232326', '20.9%', '2', 'Post Graduate',,
['Mirzapur', '79', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Anupriya Singh Patel', 'Apna Dal', '1720661', '1007627', '58.6 %', '219079', '21.7%', '2', 'Post Graduate',,
['Misrikh', '32', 'SC', 'Uttar Pradesh [2000 Onwards]', 'Anju Bala', 'Bharatiya Janta Party', '1725585', '998314', '57.9 %', '87363', '8.8%', '0', 'Post Graduate',,
['Mizoram', '1', 'ST', 'Mizoram', 'C. L. Ruala', 'Indian National Congress', '702170', '433201', '61.7 %', '6154', '1.4%', '0', 'Graduate',,
['Mohanlalganj', '34', 'SC', 'Uttar Pradesh [2000 Onwards]', 'Kaushal Kishore', 'Bharatiya Janta Party', '1838194', '1116588', '60.7 %', '145416', '13.0%', '2', '12th Pass',,
['Moradabad', '6', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Kunwer Sarvesh Kumar', 'Bharatiya Janta Party', '1772046', '1127965', '63.7 %', '87504', '7.8%', '4', '10th Pass',,
['Morena', '1', 'GEN', 'Madhya Pradesh [2000 Onwards]', 'Anoop Mishra', 'Bharatiya Janta Party', '1702492', '854279', '50.2 %', '132981', '15.6%', '0', '12th Pass',,
['Mumbai North', '26', 'GEN', 'Maharashtra', 'Gopal Chinayya Shetty', 'Bharatiya Janta Party', '1783870', '946562', '53.1 %', '446582', '47.2%', '10', '5th Pass',,
['Mumbai North Central', '29', 'GEN', 'Maharashtra', 'Poonam Mahajan Alias Poonam Vajendla Rao', 'Bharatiya Janta Party', '1738894', '845292', '48.6 %', '186771', '22.1%', '0', 'Others',79,088']]
['Mumbai North East', '28', 'GEN', 'Maharashtra', 'Kirit Somaiya', 'Bharatiya Janta Party', '1668357', '861761', '51.7 %', '317122', '36.8%', '10', 'Doctorate',,
['Mumbai North West', '27', 'GEN', 'Maharashtra', 'Gajanan Chandrakant Kirtikar', 'Shiv Sena', '1775428', '895517', '50.4 %', '183028', '20.4%', '0', 'Graduate',,
['Mumbai South', '31', 'GEN', 'Maharashtra', 'Arvind Sawant', 'Shiv Sena', '1485846', '780715', '52.5 %', '128148', '16.4%', '1', 'Graduate',,
['Mumbai South Central', '30', 'GEN', 'Maharashtra', 'Rahul Ramesh Shewale', 'Shiv Sena', '1447885', '769060', '53.1 %', '138342', '18.0%', '1', 'Others',345']],
['Munger', '28', 'GEN', 'Bihar [2000 Onwards]', 'Veena Devi', 'Lok Jan Shakti Party', '1696546', '914350', '53.9 %', '109084', '11.9%', '0', '8th Pass',,
['Murshidabad', '11', 'GEN', 'West Bengal', 'Badaruddoza Khan', 'Communist Party Of India (MARXIST)', '1512098', '1287763', '85.2 %', '18453', '1.4%', '0', 'Graduate Professional',,
['Muzaffarnagar', '3', 'GEN', 'Uttar Pradesh [2000 Onwards]', '(DR.) SANJEEV KUMAR BALYAN', 'Bharatiya Janta Party', '1588483', '1107434', '69.7 %', '401150', '36.2%', '1', 'Doctorate',,
['Muzaffarpur', '15', 'GEN', 'Bihar [2000 Onwards]', 'Ajay Nishad', 'Bharatiya Janta Party', '1551363', '948887', '61.2 %', '222422', '23.4%', '0', 'Graduate',,
['Mysore', '21', 'GEN', 'Karnataka', 'Prathap Simha', 'Bharatiya Janta Party', '1723134', '1159594', '67.3 %', '31608', '2.7%', '0', 'Post Graduate',,
['Nabarangpur', '12', 'ST', 'Orissa', 'Balabhadra Majhi', 'Biju Janata Dal', '1297210', '1022172', '78.8 %', '2042', '0.2%', '0', 'Graduate',,
['Nagaland', '1', 'ST', 'Nagaland', 'Neiphiu Rio', 'Naga Peoples Front', '1182948', '1038910', '87.8 %', '400225', '38.5%', '0', 'Graduate',,
['Nagapattinam', '29', 'SC', 'Tamil Nadu', 'Gopal. Dr. K', 'All India Anna Dravida Munnetra Kazhagam', '1210626', '942202', '77.8 %', '106079', '11.3%', '0', 'Graduate Professional',120']],
['Nagarkurnool', '12', 'SC', 'Telangana', 'Yellaiah Nandi', 'Indian National Congress', '1477338', '1108968', '75.1 %', '16676', '1.5%', '0', '12th Pass',,
['Nagaur', '14', 'GEN', 'Rajasthan', 'C R Choudhary', 'Bharatiya Janta Party', '1678662', '1004019', '59.8 %', '75218', '7.5%', '0', 'Post Graduate',,
['Nagina', '5', 'SC', 'Uttar Pradesh [2000 Onwards]', 'Yashwant Singh', 'Bharatiya Janta Party', '1493411', '942196', '63.1 %', '92390', '9.8%', '0', 'Post Graduate',,
['Nagpur', '10', 'GEN', 'Maharashtra', 'Gadkari Nitin Jairam', 'Bharatiya Janta Party', '1900787', '1085058', '57.1 %', '284828', '26.3%', '4', 'Graduate Professional',037']],
['Nalanda', '29', 'GEN', 'Bihar [2000 Onwards]', 'Kaushlendra Kumar', 'Janata Dal (United)', '1951967', '921761', '47.2 %', '9627', '1.0%', '0', '12th Pass',,
['Nalgonda', '13', 'GEN', 'Telangana', 'Gutha Sukhender Reddy', 'Indian National Congress', '1495580', '1189399', '79.5 %', '193156', '16.2%', '1', '12th Pass',677']],
['Namakkal', '16', 'GEN', 'Tamil Nadu', 'Sundaram P.R', 'All India Anna Dravida Munnetra Kazhagam', '1329552', '1058755', '79.6 %', '294374', '27.8%', '0', 'Graduate',412']],
['Nanded', '16', 'GEN', 'Maharashtra', 'Ashok Shankarrao Chavan', 'Indian National Congress', '1687057', '1013350', '60.1 %', '81455', '8.0%', '0', 'Post Graduate',286']],
['Nandurbar', '1', 'ST', 'Maharashtra', 'Dr.Gavit Heena Vaijaykumar', 'Bharatiya Janta Party', '1672715', '1116676', '66.8 %', '106905', '9.6%', '0', 'Graduate Professional',,
['Nandyal', '34', 'GEN', 'Andhra Pradesh [2014 Onwards]', 'S.P.Y Reddy', 'Yuvajana Sramika Rythu Congress Party', '1577128', '1204956', '76.4 %', '105766', '8.8%', '2', 'Graduate Professional',,
['Narasaraopet', '31', 'GEN', 'Andhra Pradesh [2014 Onwards]', 'Sambasiva Rao Rayapati', 'Telugu Desam', '1514861', '1282058', '84.6 %', '35280', '2.8%', '2', 'Graduate',516']],
['Narsapuram', '26', 'GEN', 'Andhra Pradesh [2014 Onwards]', 'Gokaraju Ganga Raju', 'Bharatiya Janta Party', '1325143', '1088951', '82.2 %', '85351', '7.8%', '1', 'Graduate',1,286']]
['Nashik', '21', 'GEN', 'Maharashtra', 'Godse Hemant Tukaram', 'Shiv Sena', '1593237', '937405', '58.8 %', '187336', '20.0%', '1', 'Others',648']],
['Navsari', '25', 'GEN', 'Gujarat', 'C. R. Patil', 'Bharatiya Janta Party', '1764622', '1160747', '65.8 %', '558116', '48.1%', '7', '10th Pass',122']],
['Nawada', '39', 'GEN', 'Bihar [2000 Onwards]', 'Giriraj Singh', 'Bharatiya Janta Party', '1675789', '884441', '52.8 %', '140157', '15.8%', '1', 'Graduate',,
['Nellore', '39', 'GEN', 'Andhra Pradesh [2014 Onwards]', 'Mekapati Rajamohan Reddy', 'Yuvajana Sramika Rythu Congress Party', '1606140', '1187648', '73.9 %', '13478', '1.1%', '2', 'Graduate Professional',,
['New Delhi', '4', 'GEN', 'Delhi [1977 Onwards]', 'Meenakashi Lekhi', 'Bharatiya Janta Party', '1490147', '969812', '65.1 %', '162708', '16.8%', '0', 'Graduate Professional',,
['Nilgiris', '19', 'SC', 'Tamil Nadu', 'Gopalakrishnan C.', 'All India Anna Dravida Munnetra Kazhagam', '1269163', '933076', '73.5 %', '104940', '11.2%', 'AIADMK', '0',754']],
['Nizamabad', '4', 'GEN', 'Telangana', 'Kalvakuntla Kavitha', 'Telangana Rashtra Samithi', '1496193', '1033924', '69.1 %', '167184', '16.2%', '8', 'Graduate Professional',,
['North East Delhi', '2', 'GEN', 'Delhi [1977 Onwards]', 'Manoj Tiwari', 'Bharatiya Janta Party', '1957707', '1317338', '67.3 %', '144084', '10.9%', '0', 'Post Graduate',630']],
['North Goa', '1', 'GEN', 'Goa', 'Shripad Yesso Naik', 'Bharatiya Janta Party', '515441', '406631', '78.9 %', '105599', '26.0%', '0', 'Graduate',,
['North West Delhi', '5', 'SC', 'Delhi [1977 Onwards]', 'Udit Raj', 'Bharatiya Janta Party', '2194425', '1356036', '61.8 %', '106802', '7.9%', '1', 'Doctorate',,
['Nowgong', '10', 'GEN', 'Assam', 'Rajen Gohain', 'Bharatiya Janta Party', '1523881', '1230074', '80.7 %', '143559', '11.7%', '1', 'Graduate Professional',,
['Ongole', '33', 'GEN', 'Andhra Pradesh [2014 Onwards]', 'Y.V.Subba Reddy', 'Yuvajana Sramika Rythu Congress Party', '1470483', '1208225', '82.2 %', '15658', '1.3%', '0', 'Post Graduate',614']],
['Osmanabad', '40', 'GEN', 'Maharashtra', 'Gaikwad Ravindra Vishwanath', 'Shiv Sena', '1726793', '1118151', '64.8 %', '234325', '21.0%', '8', 'Post Graduate',,
['Outer Manipur', '2', 'ST', 'Manipur', 'Thangso Baite', 'Indian National Congress', '918966', '771766', '84.0 %', '15637', '2.0%', '0', 'Post Graduate',,
['Palakkad', '8', 'GEN', 'Kerala', 'M B Rajesh', 'Communist Party Of India (MARXIST)', '1208758', '910322', '75.3 %', '105300', '11.6%', '11', 'Graduate Professional',,
['Palamau', '13', 'SC', 'Jharkhand', 'Vishnu Dayal Ram', 'Bharatiya Janta Party', '1645957', '977323', '59.4 %', '263942', '27.0%', '0', 'Graduate',,
['Palghar', '22', 'ST', 'Maharashtra', 'Adv. Chintaman Navasha Wanga', 'Bharatiya Janta Party', '1578077', '992618', '62.9 %', '239520', '24.1%', '0', 'Graduate Professional',,
['Pali', '15', 'GEN', 'Rajasthan', 'P P Choudhary', 'Bharatiya Janta Party', '1893030', '1095587', '57.9 %', '399039', '36.4%', '0', 'Graduate Professional',,
['Panchmahal', '18', 'GEN', 'Gujarat', 'Chauhan Prabhatsinh Pratapsinh', 'Bharatiya Janta Party', '1576667', '933461', '59.2 %', '170596', '18.3%', '3', '10th Pass',,
['Parbhani', '17', 'GEN', 'Maharashtra', 'Jadhav Sanjay (BANDU) HARIBHAU', 'Shiv Sena', '1803792', '1162233', '64.4 %', '127155', '10.9%', '7', '10th Pass',,
['Paschim Champaran', '2', 'GEN', 'Bihar [2000 Onwards]', 'Dr. Sanjay Jaiswal', 'Bharatiya Janta Party', '1413073', '854800', '60.5 %', '110254', '12.9%', '2', 'Post Graduate',,
['Pataliputra', '31', 'GEN', 'Bihar [2000 Onwards]', 'Ram Kripal Yadav', 'Bharatiya Janta Party', '1736074', '978649', '56.4 %', '40322', '4.1%', '1', 'Graduate',,
['Patan', '3', 'GEN', 'Gujarat', 'Liladharbhai Khodaji Vaghela', 'Bharatiya Janta Party', '1628641', '955799', '58.7 %', '138719', '14.5%', '0', 'Graduate Professional',,
['Pathanamthitta', '17', 'GEN', 'Kerala', 'Anto Antony', 'Indian National Congress', '1323906', '869452', '65.7 %', '56191', '6.5%', '0', 'Graduate',,
['Patiala', '13', 'GEN', 'Punjab', 'Dr. Dharam Vira Gandhi', 'Aam Aadmi Party', '1580273', '1120933', '70.9 %', '20942', '1.9%', '0', 'Graduate Professional',,
['Patna Sahib', '30', 'GEN', 'Bihar [2000 Onwards]', 'Shatrughana Sinha', 'Bharatiya Janta Party', '1946249', '882262', '45.3 %', '265805', '30.1%', '1', 'Graduate',60,929']]
['Perambalur', '25', 'GEN', 'Tamil Nadu', 'Marutharajaa R.P.', 'All India Anna Dravida Munnetra Kazhagam', '1285434', '1030826', '80.2 %', '213048', '20.7%', '0', 'Post Graduate',,
['Phulpur', '51', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Keshav Prasad Maurya', 'Bharatiya Janta Party', '1913274', '960341', '50.2 %', '308308', '32.1%', '11', 'Graduate',051']],
['Pilibhit', '26', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Maneka Sanjay Gandhi', 'Bharatiya Janta Party', '1671151', '1050547', '62.9 %', '307052', '29.2%', '1', '12th Pass',,
['Pollachi', '21', 'GEN', 'Tamil Nadu', 'Mahendran.C', 'All India Anna Dravida Munnetra Kazhagam', '1381505', '1012667', '73.3 %', '140974', '13.9%', '0', 'Post Graduate',825']],
['Pondicherry', '1', 'GEN', 'Pondicherry', 'R. Radhakrishnan', 'All India N.R. Congress', '901357', '740017', '82.1 %', '60854', '8.2%', '0', 'Post Graduate',,
['Ponnani', '7', 'GEN', 'Kerala', 'E. T. Mohammed Basheer', 'Indian Union Muslim League', '1180789', '871592', '73.8 %', '25410', '2.9%', '0', '10th Pass',,
['Porbandar', '11', 'GEN', 'Gujarat', 'Radadiya Vithalbhai Hansrajbhai', 'Bharatiya Janta Party', '1539223', '809433', '52.6 %', '267971', '33.1%', '10', 'Graduate',,
['Pratapgarh', '39', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Kuwar Harivansh Singh', 'Apna Dal', '1716625', '894456', '52.1 %', '168222', '18.8%', '5', 'Graduate',112']],
['Pune', '34', 'GEN', 'Maharashtra', 'Anil Shirole', 'Bharatiya Janta Party', '1835836', '993274', '54.1 %', '315769', '31.8%', '2', 'Graduate',,
['Puri', '17', 'GEN', 'Orissa', 'Pinaki Misra', 'Biju Janata Dal', '1404581', '1039389', '74.0 %', '263361', '25.3%', '0', 'Graduate Professional',75,839']]
['Purnia', '12', 'GEN', 'Bihar [2000 Onwards]', 'Santosh Kumar', 'Janata Dal (United)', '1582967', '1017732', '64.3 %', '116669', '11.5%', '3', '12th Pass',,
['Purulia', '35', 'GEN', 'West Bengal', 'Dr. Mriganka Mahato', 'All India Trinamool Congress', '1471933', '1204675', '81.8 %', '153877', '12.8%', '0', 'Graduate Professional',,
['Purvi Champaran', '3', 'GEN', 'Bihar [2000 Onwards]', 'Radha Mohan Singh', 'Bharatiya Janta Party', '1452963', '822671', '56.6 %', '192163', '23.4%', '0', 'Graduate',,
['Rae Bareli', '36', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Sonia Gandhi', 'Indian National Congress', '1594954', '825136', '51.7 %', '352713', '42.7%', '0', 'Others',,
['Raichur', '6', 'ST', 'Karnataka', 'B.V.Nayak', 'Indian National Congress', '1661606', '968889', '58.3 %', '1499', '0.2%', '0', 'Graduate Professional',,
['Raigad', '32', 'GEN', 'Maharashtra', 'Anant Geete', 'Shiv Sena', '1532781', '987766', '64.4 %', '2110', '0.2%', '0', '10th Pass',087']],
['Raiganj', '5', 'GEN', 'West Bengal', 'Md. Salim', 'Communist Party Of India (MARXIST)', '1387526', '1108193', '79.9 %', '1634', '0.1%', '0', 'Post Graduate',,
['Raigarh', '2', 'ST', 'Chhattisgarh', 'Vishnu Deo Sai', 'Bharatiya Janta Party', '1605824', '1246186', '77.6 %', '216750', '17.4%', '0', '10th Pass',,
['Raipur', '8', 'GEN', 'Chhattisgarh', 'Ramesh Bais', 'Bharatiya Janta Party', '1904230', '1250845', '65.7 %', '171646', '13.7%', '0', '12th Pass',,
['Rajahmundry', '25', 'GEN', 'Andhra Pradesh [2014 Onwards]', 'Murali Mohan Maganti', 'Telugu Desam', '1421288', '1154381', '81.2 %', '167434', '14.5%', '1', '12th Pass',000']],
['Rajampet', '41', 'GEN', 'Andhra Pradesh [2014 Onwards]', 'P.V.Midhun Reddy', 'Yuvajana Sramika Rythu Congress Party', '1487498', '1158317', '77.9 %', '174762', '15.1%', '1', 'Post Graduate',,
['Rajgarh', '20', 'GEN', 'Madhya Pradesh [2000 Onwards]', 'Rodmal Nagar', 'Bharatiya Janta Party', '1578748', '1010724', '64.0 %', '228737', '22.6%', '0', 'Graduate',,
['Rajkot', '10', 'GEN', 'Gujarat', 'Kundariya Mohanbhai Kalyanjibhai', 'Bharatiya Janta Party', '1655717', '1057069', '63.8 %', '246428', '23.3%', '0', '8th Pass',,
['Rajmahal', '1', 'ST', 'Jharkhand', 'Vijay Kumar Hansdak', 'Jharkhand Mukti Morcha', '1353172', '951563', '70.3 %', '41337', '4.3%', '1', '5th Pass',,
['Rajnandgaon', '6', 'GEN', 'Chhattisgarh', 'Abhishek Singh', 'Bharatiya Janta Party', '1588095', '1178296', '74.2 %', '235911', '20.0%', '0', 'Graduate Professional',,
['Rajsamand', '22', 'GEN', 'Rajasthan', 'Hariom Singh Rathore', 'Bharatiya Janta Party', '1699401', '982119', '57.8 %', '395705', '40.3%', '0', 'Graduate',,
['Ramanathapuram', '35', 'GEN', 'Tamil Nadu', 'Anwhar Raajhaa.A', 'All India Anna Dravida Munnetra Kazhagam', '1455891', '1001048', '68.8 %', '119324', '11.9%', '0', 'Graduate',,
['Rampur', '7', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Dr. Nepal Singh', 'Bharatiya Janta Party', '1616984', '956389', '59.2 %', '23435', '2.5%', '0', 'Doctorate',,
['Ramtek', '9', 'SC', 'Maharashtra', 'Krupal Balaji Tumane', 'Shiv Sena', '1677245', '1050316', '62.6 %', '175791', '16.7%', '1', 'Graduate',,
['Ranaghat', '13', 'SC', 'West Bengal', 'Tapas Mandal', 'All India Trinamool Congress', '1602849', '1353196', '84.4 %', '201767', '14.9%', '0', 'Doctorate',,
['Ranchi', '8', 'GEN', 'Jharkhand', 'Ram Tahal Choudhary', 'Bharatiya Janta Party', '1648464', '1049783', '63.7 %', '199303', '19.0%', '0', '10th Pass',,
['Ratlam', '24', 'ST', 'Madhya Pradesh [2000 Onwards]', 'Dileepsingh Bhuria', 'Bharatiya Janta Party', '1702648', '1082681', '63.6 %', '108447', '10.0%', '0', '10th Pass',,
['Raver', '4', 'GEN', 'Maharashtra', 'Khadase Raksha Nikhil', 'Bharatiya Janta Party', '1593370', '1009213', '63.3 %', '318068', '31.5%', '0', 'Graduate',,
['Rewa', '10', 'GEN', 'Madhya Pradesh [2000 Onwards]', 'Janardan Mishra', 'Bharatiya Janta Party', '1544719', '830002', '53.7 %', '168726', '20.3%', '0', 'Graduate Professional',,
['Robertsganj', '80', 'SC', 'Uttar Pradesh [2000 Onwards]', 'Chhotelal', 'Bharatiya Janta Party', '1639561', '885873', '54.0 %', '190486', '21.5%', '0', '5th Pass',,
['Rohtak', '7', 'GEN', 'Haryana', 'Deepender Singh Hooda', 'Indian National Congress', '1567504', '1044331', '66.6 %', '170627', '16.3%', '0', 'Post Graduate',300']],
['Sabarkantha', '5', 'GEN', 'Gujarat', 'Rathod Dipsinh Shankarsinh', 'Bharatiya Janta Party', '1615840', '1094002', '67.7 %', '84455', '7.7%', '0', '8th Pass',,
['Sagar', '5', 'GEN', 'Madhya Pradesh [2000 Onwards]', 'Laxmi Narayan Yadav', 'Bharatiya Janta Party', '1520184', '891929', '58.7 %', '120737', '13.5%', '1', 'Graduate Professional',,
['Saharanpur', '1', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Raghav Lakhanpal', 'Bharatiya Janta Party', '1608833', '1194308', '74.2 %', '65090', '5.5%', '0', 'Post Graduate',,
['Salem', '15', 'GEN', 'Tamil Nadu', 'Pannerselvam.V', 'All India Anna Dravida Munnetra Kazhagam', '1498350', '1150296', '76.8 %', '267610', '23.3%', '0', 'Graduate Professional',,
['Salempur', '71', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Ravindra Kushawaha', 'Bharatiya Janta Party', '1661737', '854749', '51.4 %', '232342', '27.2%', '0', '12th Pass',,
['Samastipur', '23', 'SC', 'Bihar [2000 Onwards]', 'Ram Chandra Paswan', 'Lok Jan Shakti Party', '1503005', '863199', '57.4 %', '6872', '0.8%', '3', '10th Pass',,
